
====================================
            Glide Script            
====================================

mmshare         2cb27f0eb7
glide-src       1e5ffd4733
psp-src         6c93e2fe77
macromodel-src  d47a6cf2e1
epik-src        46d635d642

--------------------------------------------------------------------------------
JobId          : tscc-13-18-0-62c8bb25
Name           : glide-dock_HTVS_1
Program        : Glide
Host           : tscc-13-18.sdsc.edu
Dir            : /oasis/tscc/scratch/cseitz/docking/mtb/disulfide/oxygen_channel/oxygen_1845/lifechemicals
HostEntry      : localhost
JobHost        : tscc-13-18.sdsc.edu
JobDir         : /oasis/tscc/scratch/cseitz/docking/mtb/disulfide/oxygen_channel/oxygen_1845/lifechemicals/cseitz/glide-dock_HTVS_1
JobSchrodinger : /home/ux453813/pkg/schrodinger2021-1
Commandline    : /home/ux453813/pkg/schrodinger2021-1/glide -WAIT glide-dock_HTVS_1.in -OVERWRITE -adjust -HOST localhost:64 -NJOBS 256 -NOLOCAL
StartTime      : 2022-07-08-16:18:02
--------------------------------------------------------------------------------

Running locally: False
Max retries: 2
Input file: glide-dock_HTVS_1.in

Setting up docking job
Separating ligands...
..................................................     50000
..................................................    100000
..................................................    150000
..................................................    200000
..................................................    250000
..................................................    300000
..................................................    350000
..................................................    400000
..................................................    450000
..................................................    500000
..................................................    550000
..................................................    600000
..................................................    650000
..................................................    700000
..................................................    750000
..................................................    800000
..................................................    850000
..................................................    900000
..............................                        930464
Number of structures that are to be docked: 930464
Setting up Glide docking jobs...

Running subjobs on hosts:
  localhost (Max: 64)
Number of jobs:       256
Max retries per job:  2
Max allowed failures: unlimited
Verbosity:            normal

Starting JobDJ...

Keep one job on driver host: False
JobDJ columns:
  C: Number of completed subjobs
  A: Number of active subjobs (e.g., submitted, running)
  W: Number of waiting/pending subjobs

  C   A   W | Activity  JobId  JobName  JobHost
207  35  14 | launched  tscc-13-18-0-62c8e0c1 glide-dock_HTVS_1-0242 localhost [tscc-13-18]
207  36  13 | launched  tscc-13-18-0-62c8e0c4 glide-dock_HTVS_1-0243 localhost [tscc-13-18]
207  37  12 | launched  tscc-13-18-0-62c8e0c6 glide-dock_HTVS_1-0244 localhost [tscc-13-18]
207  38  11 | launched  tscc-13-18-0-62c8e0c9 glide-dock_HTVS_1-0245 localhost [tscc-13-18]
207  39  10 | launched  tscc-13-18-0-62c8e0cc glide-dock_HTVS_1-0246 localhost [tscc-13-18]
207  40   9 | launched  tscc-13-18-0-62c8e0cf glide-dock_HTVS_1-0247 localhost [tscc-13-18]
207  41   8 | launched  tscc-13-18-0-62c8e0d1 glide-dock_HTVS_1-0248 localhost [tscc-13-18]
207  42   7 | launched  tscc-13-18-0-62c8e0d4 glide-dock_HTVS_1-0249 localhost [tscc-13-18]
207  43   6 | launched  tscc-13-18-0-62c8e0d7 glide-dock_HTVS_1-0250 localhost [tscc-13-18]
207  44   5 | launched  tscc-13-18-0-62c8e0d9 glide-dock_HTVS_1-0251 localhost [tscc-13-18]
207  45   4 | launched  tscc-13-18-0-62c8e0dc glide-dock_HTVS_1-0252 localhost [tscc-13-18]
207  46   3 | launched  tscc-13-18-0-62c8e0df glide-dock_HTVS_1-0253 localhost [tscc-13-18]
207  47   2 | launched  tscc-13-18-0-62c8e0e2 glide-dock_HTVS_1-0254 localhost [tscc-13-18]
207  48   1 | launched  tscc-13-18-0-62c8e0e5 glide-dock_HTVS_1-0255 localhost [tscc-13-18]
207  49   0 | launched  tscc-13-18-0-62c8e0e7 glide-dock_HTVS_1-0256 localhost [tscc-13-18]
208  48   0 | finished  tscc-13-18-0-62c8dcb2 glide-dock_HTVS_1-0212 localhost [tscc-13-18]
209  47   0 | finished  tscc-13-18-0-62c8dcb5 glide-dock_HTVS_1-0213 localhost [tscc-13-18]
210  46   0 | finished  tscc-13-18-0-62c8dcb8 glide-dock_HTVS_1-0214 localhost [tscc-13-18]
211  45   0 | finished  tscc-13-18-0-62c8dcba glide-dock_HTVS_1-0215 localhost [tscc-13-18]
212  44   0 | finished  tscc-13-18-0-62c8dbfa glide-dock_HTVS_1-0210 localhost [tscc-13-18]
213  43   0 | finished  tscc-13-18-0-62c8dcb0 glide-dock_HTVS_1-0211 localhost [tscc-13-18]
214  42   0 | finished  tscc-13-18-0-62c8db9f glide-dock_HTVS_1-0207 localhost [tscc-13-18]
215  41   0 | finished  tscc-13-18-0-62c8de64 glide-dock_HTVS_1-0218 localhost [tscc-13-18]
216  40   0 | finished  tscc-13-18-0-62c8de61 glide-dock_HTVS_1-0217 localhost [tscc-13-18]
217  39   0 | finished  tscc-13-18-0-62c8de68 glide-dock_HTVS_1-0220 localhost [tscc-13-18]
218  38   0 | finished  tscc-13-18-0-62c8dba2 glide-dock_HTVS_1-0208 localhost [tscc-13-18]
219  37   0 | finished  tscc-13-18-0-62c8e0a1 glide-dock_HTVS_1-0230 localhost [tscc-13-18]
220  36   0 | finished  tscc-13-18-0-62c8e057 glide-dock_HTVS_1-0222 localhost [tscc-13-18]
221  35   0 | finished  tscc-13-18-0-62c8e0a6 glide-dock_HTVS_1-0232 localhost [tscc-13-18]
222  34   0 | finished  tscc-13-18-0-62c8de66 glide-dock_HTVS_1-0219 localhost [tscc-13-18]
223  33   0 | finished  tscc-13-18-0-62c8e0a3 glide-dock_HTVS_1-0231 localhost [tscc-13-18]
224  32   0 | finished  tscc-13-18-0-62c8e0a9 glide-dock_HTVS_1-0233 localhost [tscc-13-18]
225  31   0 | finished  tscc-13-18-0-62c8e0ac glide-dock_HTVS_1-0234 localhost [tscc-13-18]
226  30   0 | finished  tscc-13-18-0-62c8e0ae glide-dock_HTVS_1-0235 localhost [tscc-13-18]
227  29   0 | finished  tscc-13-18-0-62c8e0b4 glide-dock_HTVS_1-0237 localhost [tscc-13-18]
228  28   0 | finished  tscc-13-18-0-62c8e0b6 glide-dock_HTVS_1-0238 localhost [tscc-13-18]
229  27   0 | finished  tscc-13-18-0-62c8e0b9 glide-dock_HTVS_1-0239 localhost [tscc-13-18]
230  26   0 | finished  tscc-13-18-0-62c8e0bc glide-dock_HTVS_1-0240 localhost [tscc-13-18]
231  25   0 | finished  tscc-13-18-0-62c8e0be glide-dock_HTVS_1-0241 localhost [tscc-13-18]
232  24   0 | finished  tscc-13-18-0-62c8e0c1 glide-dock_HTVS_1-0242 localhost [tscc-13-18]
233  23   0 | finished  tscc-13-18-0-62c8e0c4 glide-dock_HTVS_1-0243 localhost [tscc-13-18]
234  22   0 | finished  tscc-13-18-0-62c8e0c6 glide-dock_HTVS_1-0244 localhost [tscc-13-18]
235  21   0 | finished  tscc-13-18-0-62c8e0cc glide-dock_HTVS_1-0246 localhost [tscc-13-18]
236  20   0 | finished  tscc-13-18-0-62c8e0cf glide-dock_HTVS_1-0247 localhost [tscc-13-18]
237  19   0 | finished  tscc-13-18-0-62c8e0d1 glide-dock_HTVS_1-0248 localhost [tscc-13-18]
238  18   0 | finished  tscc-13-18-0-62c8e0d4 glide-dock_HTVS_1-0249 localhost [tscc-13-18]
239  17   0 | finished  tscc-13-18-0-62c8e0d7 glide-dock_HTVS_1-0250 localhost [tscc-13-18]
240  16   0 | finished  tscc-13-18-0-62c8e0d9 glide-dock_HTVS_1-0251 localhost [tscc-13-18]
241  15   0 | finished  tscc-13-18-0-62c8e0dc glide-dock_HTVS_1-0252 localhost [tscc-13-18]
242  14   0 | finished  tscc-13-18-0-62c8e0df glide-dock_HTVS_1-0253 localhost [tscc-13-18]
243  13   0 | finished  tscc-13-18-0-62c8e0e2 glide-dock_HTVS_1-0254 localhost [tscc-13-18]
244  12   0 | finished  tscc-13-18-0-62c8e0e5 glide-dock_HTVS_1-0255 localhost [tscc-13-18]
245  11   0 | finished  tscc-13-18-0-62c8e0e7 glide-dock_HTVS_1-0256 localhost [tscc-13-18]
246  10   0 | finished  tscc-13-18-0-62c8de5f glide-dock_HTVS_1-0216 localhost [tscc-13-18]
247   9   0 | finished  tscc-13-18-0-62c8e054 glide-dock_HTVS_1-0221 localhost [tscc-13-18]
248   8   0 | finished  tscc-13-18-0-62c8e059 glide-dock_HTVS_1-0223 localhost [tscc-13-18]
249   7   0 | finished  tscc-13-18-0-62c8e05c glide-dock_HTVS_1-0224 localhost [tscc-13-18]
250   6   0 | finished  tscc-13-18-0-62c8e05e glide-dock_HTVS_1-0225 localhost [tscc-13-18]
251   5   0 | finished  tscc-13-18-0-62c8e097 glide-dock_HTVS_1-0226 localhost [tscc-13-18]
252   4   0 | finished  tscc-13-18-0-62c8e099 glide-dock_HTVS_1-0227 localhost [tscc-13-18]
253   3   0 | finished  tscc-13-18-0-62c8e09c glide-dock_HTVS_1-0228 localhost [tscc-13-18]
254   2   0 | finished  tscc-13-18-0-62c8e09f glide-dock_HTVS_1-0229 localhost [tscc-13-18]
255   1   0 | finished  tscc-13-18-0-62c8e0b1 glide-dock_HTVS_1-0236 localhost [tscc-13-18]
256   0   0 | finished  tscc-13-18-0-62c8e0c9 glide-dock_HTVS_1-0245 localhost [tscc-13-18]

All jobs have completed.

256 of 256 job(s) succeeded; 0 job(s) failed.

All jobs succeeded: 930464 ligands done.
Writing poses to glide-dock_HTVS_1_pv.maegz
Combining log files to glide-dock_HTVS_1_subjobs.log
Archiving subjob pose files in glide-dock_HTVS_1_subjob_poses.zip
Archiving subjob input and log files in glide-dock_HTVS_1_subjobs.tar.gz
Cleaning up...

Elapsed times:
- preprocessing: 372.3 s
- running subjobs: 11132.8 s
- postprocessing: 472.8 s
- cleanup: 646.3 s

All Glide docking subjobs: Total CPU time = 453636 seconds (5 d 6 h 36 s)

Finished at: Fri Jul  8 19:48:39 2022
Total elapsed time for Glide script = 12635 seconds (3 h 30 min 35 s)
